title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Learning High-level Image Representation for Image Retrieval via Multi-Task DNN using Clickthrough Data,2014,13,1,0,15c80f52c5fb400b065cccc7cc843ad265528c50,,3,0,4,2,1,2,0,0,0,0,1,计算机视觉
Learning Human Pose Estimation Features with Convolutional Networks,2014,220,35,10,49609ea8946d5c4d8fad96553b10e2b07f4e2485,,16,23,39,25,28,18,24,10,12,11,7,计算机视觉
Learning Paired-associate Images with An Unsupervised Deep Learning Architecture,2014,1,0,0,09f320538b1ca031c55e45b9d1e926e15462aaf6,,0,0,0,0,0,0,0,0,0,1,0,机器学习（含深度学习）
Learning to encode motion using spatio-temporal synchrony,2014,16,1,0,cfcc319ef87366b4dc21dce9795afb7252831463,,1,6,3,3,2,0,1,0,0,0,0,表示学习与优化方法
Low-Rank Approximations for Conditional Feedforward Computation in Deep Neural Networks,2014,86,26,1,cf3229e74f912ef365d67d1954441b32ce2573ee,,1,2,2,5,11,6,6,14,7,10,15,机器学习（含深度学习）
Modeling correlations in spontaneous activity of visual cortex with centered Gaussian-binary deep Boltzmann machines,2014,0,0,0,a26c5a2eba79f07f861d4438710d6bb308bef98f,,0,0,0,0,0,0,0,0,0,0,0,机器学习（含深度学习）
Multi-View Priors for Learning Detectors from Sparse Viewpoint Data,2014,8,4,1,7b1be02cbbef951875813ad55d3016ec2aee17f6,,1,5,0,1,0,0,1,0,0,0,0,计算机视觉
Multi-digit Number Recognition from Street View Imagery using Deep Convolutional Neural Networks,2014,736,109,19,b3d8dffb73bc93de239998548386c84177caa2ad,,31,66,70,79,93,90,90,56,55,32,37,计算机视觉
Nonparametric Weight Initialization of Neural Networks via Integral Representation,2014,8,0,0,f233da466d30661b491dc9ee352aa633ae60a3e4,,1,2,0,1,0,3,0,0,0,0,1,表示学习与优化方法
On the number of inference regions of deep feed forward networks with piece-wise linear activations,2014,84,20,0,c12fefe264e42e77f1275ce56fb3e905347761a3,,4,11,6,14,11,9,12,7,2,2,1,基础 AI 理论
One-Shot Adaptation of Supervised Deep Convolutional Models,2014,81,19,0,6492351b7e6a33d7a06d6141572467acd8ee3051,,8,13,16,11,4,8,5,1,8,3,2,机器学习（含深度学习）
Semistochastic Quadratic Bound Methods,2014,1,0,0,5f611a2980a6c623233594f3cb1fb6717513c1be,,1,0,0,0,0,0,0,0,0,0,0,表示学习与优化方法
Sequentially Generated Instance-Dependent Image Representations for Classification,2014,21,3,0,9b6204e5ef66f82bee891b1336eb5ae1f64e8c99,,5,5,4,5,1,0,1,0,0,0,0,计算机视觉
Sparse similarity-preserving hashing,2014,28,5,0,ad3caae50feee550b047e17699cfe7bb9e243cf5,,4,3,11,4,3,0,1,1,0,0,0,表示学习与优化方法
"Sparse, complex-valued representations of natural sounds learned with phase and amplitude continuity priors",2014,4,1,0,86fcbba4969f4b88f2b6769f0cf044cd6ebdf340,,0,1,0,0,0,0,0,1,1,0,0,表示学习与优化方法
Stopping Criteria in Contrastive Divergence: Alternatives to the Reconstruction Error,2014,4,1,0,976f362ca2c2e9b65fb9fffb4074406d80193e78,,0,0,1,1,1,0,0,0,0,0,0,机器学习（含深度学习）
Why does the unsupervised pretraining encourage moderate-sparseness?,2014,3,1,0,8cf25d7e3144e67bc98bfdfb573908aa4cf482e5,,0,1,2,0,0,0,0,0,0,0,0,基础 AI 理论
Zero-Shot Learning and Clustering for Semantic Utterance Classification,2014,34,19,0,1e4d63ef6159a713885f012c9f591904becbb897,,2,5,3,4,5,5,2,2,3,3,0,自然语言处理
Zero-Shot Learning by Convex Combination of Semantic Embeddings,2014,966,291,15,be2f5d8a7e6b415f1e22cee7dfd9be56b1afd8be,,5,34,66,96,117,156,148,132,79,61,39,多模态学习
Adam: A Method for Stochastic Optimization.,2015,160200,1299,331,a6cb366736791bcccc5c8639de5a8f9636bf87e8,,0,0,0,0,0,0,0,0,0,0,0,表示学习与优化方法
Deep Narrow Boltzmann Machines are Universal Approximators.,2015,10,3,0,6eee1e14689d828cd7a63610db69d943413a002d,,0,2,0,0,2,3,1,0,1,0,0,基础 AI 理论
Explaining and Harnessing Adversarial Examples.,2015,20787,1993,253,bee044c8e8903fb67523c1f8c105ab4718600cdb,,0,0,0,0,0,0,0,0,1752,2595,2545,模型可解释性、公平性、应用系统等
Fast Convolutional Nets With fbfft: A GPU Performance Evaluation.,2015,355,60,0,326d65827307862ddc3d39b84ebc662e83ff95b3,,0,33,39,47,47,48,38,36,23,17,15,机器学习（含深度学习）
Joint RNN-Based Greedy Parsing and Word Composition.,2015,20,6,0,9b83f334515efd7ddd257778d1ac2b9a693e695f,,0,3,5,4,4,0,2,1,0,0,0,自然语言处理
Leveraging Monolingual Data for Crosslingual Compositional Word Representations.,2015,31,12,0,0251ce87be520b1676950c2cc46a7130fa1e566c,,0,6,10,6,6,2,0,0,0,0,1,自然语言处理
Memory Networks.,2015,3194,814,92,32de44f01a96d4473d21099d15e25bc2b9f08e2f,,1,62,195,310,505,505,495,350,288,224,137,基础 AI 理论
Object Detectors Emerge in Deep Scene CNNs.,2015,1309,289,56,401192b00b650adfa5ac49de59b720e1c81f1410,,3,47,100,150,205,186,171,153,105,91,58,计算机视觉
Scheduled denoising autoencoders.,2015,0,0,0,57ed05ab8d2f0c2348e7f143107de94213fc19d0,,0,0,0,0,0,0,0,0,0,0,0,表示学习与优化方法
Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs.,2015,5131,979,307,39ad6c911f3351a3b390130a6e4265355b4d593b,,7,112,345,539,489,624,622,561,560,519,443,计算机视觉
Speeding-up Convolutional Neural Networks Using Fine-tuned CP-Decomposition.,2015,917,203,20,62e348e26976c3ef77909b9af9788ebc2509009a,,1,16,31,67,118,141,140,118,86,87,60,机器学习（含深度学习）
Transformation Properties of Learned Visual Representations.,2015,107,38,4,1420e02a8cf5d8c4ee0a966086aefa51a1c637c1,,0,7,9,13,18,15,15,9,9,7,4,计算机视觉
Zero-bias autoencoders and the benefits of co-adapting features.,2015,95,16,7,bd19dd1ccd9412171c6932d1556eeb47131b30ce,,4,11,9,11,15,12,6,8,2,3,7,表示学习与优化方法
8-Bit Approximations for Parallelism in Deep Learning.,2016,192,33,4,510a6ec82a2af8cdee185418c3296cb8e2b9716c,,0,0,4,9,24,14,25,25,21,32,20,机器学习（含深度学习）
ACDC: A Structured Efficient Linear Layer.,2016,103,33,3,54c3e878bf0ff2fdde16e439b5579ee99ee0d0d8,,0,2,16,7,21,14,8,8,4,4,11,表示学习与优化方法
Adversarial Manipulation of Deep Representations.,2016,290,67,5,da900e5f02e23716af164f45333cd182f7e756ca,,0,1,17,27,37,52,48,31,27,29,13,机器学习（含深度学习）
An Exploration of Softmax Alternatives Belonging to the Spherical Loss Family.,2016,103,28,4,3e498f3dc80b276defcede984f456f4fef1f2e1f,,0,0,4,8,12,8,18,9,10,14,12,表示学习与优化方法
Auxiliary Image Regularization for Deep CNNs with Noisy Labels.,2016,90,29,1,2a84c3655188062c271957d6388488eac9fa347b,,0,0,5,8,11,24,10,10,9,4,8,计算机视觉
Better Computer Go Player with Neural Network and Long-term Prediction.,2016,86,17,4,04e3c20a738e2f922574b0a66483a37100187563,,0,1,13,15,20,18,10,2,2,1,3,强化学习与智能决策
Censoring Representations with an Adversary.,2016,524,143,4,86c37cd1109ce5b465116695b7705444a45185cf,,0,0,9,20,48,82,95,59,86,56,41,表示学习与优化方法
"Deep Compression: Compressing Deep Neural Network with Pruning, Trained Quantization and Huffman Coding.",2016,9450,1919,207,642d0f49b7826adcf986616f4af77e736229990f,,0,11,136,376,915,1135,1359,1196,1078,1019,936,机器学习（含深度学习）
Deep Linear Discriminant Analysis.,2016,0,0,0,7ab6675483d28ff96855594d1df570414e6e8de8,,0,0,0,0,0,0,0,0,0,0,0,机器学习（含深度学习）
Deep multi-scale video prediction beyond mean square error.,2016,1945,468,60,17fa1c2a24ba8f731c8b21f1244463bc4b465681,,2,5,57,197,330,334,316,221,168,129,106,计算机视觉
Delving Deeper into Convolutional Networks for Learning Video Representations.,2016,752,176,45,ed95c6bcdc16fb1f68b20d5bcd15c4aca4d0abde,,0,4,34,50,68,86,94,79,94,91,86,计算机视觉
Digging Deep into the Layers of CNNs: In Search of How CNNs Achieve View Invariance.,2016,29,5,2,23d2bbd4722840be8b9912225ba90c057fb9d21e,,0,2,11,5,4,2,1,1,1,1,1,计算机视觉
Evaluating Prerequisite Qualities for Learning End-to-End Dialog Systems.,2016,202,62,4,be3a65ef15f79ebb8296e6a0e8d1a9cb5c0f3638,,0,1,24,26,41,32,24,18,15,12,2,自然语言处理
Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs).,2016,5865,944,276,f63e917638553414526a0cc8550de4ad2d83fe7a,,0,4,147,383,656,766,821,773,669,631,540,机器学习（含深度学习）
Grid Long Short-Term Memory.,2016,369,98,9,5b791cd374c7109693aaddee2c12d659ae4e3ec0,,0,10,67,58,68,50,40,22,21,11,14,机器学习（含深度学习）
Large-Scale Approximate Kernel Canonical Correlation Analysis.,2016,57,11,0,c15f28fdeacd4bc627fdf1af07e014ff873aece2,,0,0,7,5,3,9,4,8,8,8,2,表示学习与优化方法
Learning Visual Predictive Models of Physics for Playing Billiards.,2016,271,57,7,39c02227c37f0856e368d3dd5899f0867195a92e,,0,1,19,34,40,43,32,34,23,14,14,计算机视觉
Learning to Diagnose with LSTM Recurrent Neural Networks.,2016,1157,146,56,8f2182846d5d4cfbc216b5e4c00411e021dc4776,,0,2,33,109,188,211,174,128,81,87,71,自然语言处理
Modeling Visual Representations: Defining Properties and Deep Approximations.,2016,4,3,0,7b2df183a7e2f4432fe5293a2e7faab269283206,,0,0,0,0,0,0,0,1,2,0,1,计算机视觉
Multi-Scale Context Aggregation by Dilated Convolutions.,2016,9041,1556,524,7f5fc84819c0cf94b771fe15141f65b123f7b8ec,,2,9,127,445,880,1277,1292,1305,1104,1016,880,计算机视觉
Particular object retrieval with integral max-pooling of CNN activations.,2016,1003,200,23,55a3c3bcf0827f5f750a105fd676ee33e86803fb,,0,2,34,115,169,142,147,135,84,78,60,计算机视觉
Regularizing RNNs by Stabilizing Activations.,2016,81,22,0,f84d5add20d4df0a6c89c47a920354c272cbdbd8,,0,1,20,16,14,11,7,4,2,0,3,机器学习（含深度学习）
Segmental Recurrent Neural Networks.,2016,124,56,1,6b904d6e84c98c6ce22ce6923224b205a2a24ee1,,0,0,11,24,24,20,14,12,8,8,3,自然语言处理
Super-Resolution with Deep Convolutional Sufficient Statistics.,2016,337,61,15,cd108ed4f69b754cf0a5f3eb74d6c1949ea6674d,,0,0,17,35,43,73,56,30,27,19,21,计算机视觉
The Goldilocks Principle: Reading Children's Books with Explicit Memory Representations.,2016,643,225,13,35b91b365ceb016fb3e022577cec96fb9b445dc5,,1,4,53,95,121,92,81,71,36,34,36,自然语言处理
Towards Universal Paraphrastic Sentence Embeddings.,2016,564,175,8,395044a2e3f5624b2471fb28826e7dbb1009356e,,0,1,35,69,129,121,73,43,33,26,20,自然语言处理
Training CNNs with Low-Rank Filters for Efficient Image Classification.,2016,155,36,4,751c8884c1e857e675d85d8594c5f9b608005ed5,,0,0,15,17,27,27,14,13,16,15,5,计算机视觉
Unifying distillation and privileged information.,2016,488,177,10,f341fa61da527e64a349334836d52626fe9d6c79,,0,1,17,38,41,59,79,77,50,57,34,机器学习（含深度学习）
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks.,2016,14724,1512,523,8388f1be26329fa45e5807e968a641ce170ea078,,0,0,0,0,0,1029,2051,1607,1355,1231,1035,表示学习与优化方法
Unsupervised and Semi-supervised Learning with Categorical Generative Adversarial Networks.,2016,767,170,19,543f21d81bbea89f901dfcc01f4e332a9af6682d,,2,1,23,87,141,137,119,68,64,66,32,表示学习与优化方法
Variable Rate Image Compression with Recurrent Neural Networks.,2016,703,156,18,4e8930ae948262a89acf2e43c8e8b6e902c312c4,,2,4,3,27,58,80,110,111,110,87,63,计算机视觉
Variational Auto-encoded Deep Gaussian Processes.,2016,136,30,1,d180046b07f94054b188a73c45033c7cf65d5e4c,,0,0,10,17,20,26,18,20,6,6,6,表示学习与优化方法
A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks.,2017,3859,1111,63,6ff2a434578ff2746b9283e45abf296887f48a2d,,0,0,2,10,75,196,392,504,590,744,666,模型可解释性、公平性、应用系统等
A Simple but Tough-to-Beat Baseline for Sentence Embeddings.,2017,1369,335,41,3f1802d3f4f5f6d66875dac09112f978f12e1e1e,,0,0,5,70,170,282,256,184,136,104,78,自然语言处理
A Structured Self-Attentive Sentence Embedding.,2017,2240,591,81,204a4a70428f3938d2c538a4d74c7ae0416306d8,,0,0,1,49,225,439,431,344,271,202,157,自然语言处理
Amortised MAP Inference for Image Super-resolution,2017,443,96,8,3c7092347a5b7804d9534b6f3f52032c1502cbf8,,0,0,12,65,69,91,65,51,29,29,17,计算机视觉
An Actor-Critic Algorithm for Sequence Prediction.,2017,657,236,7,0d24a0695c9fc669e643bad51d4e14f056329dec,,0,0,11,51,136,101,95,72,46,58,48,强化学习与智能决策
An Information-Theoretic Framework for Fast and Robust Unsupervised Learning via Neural Population Infomax.,2017,5,0,1,b4a592e21d52558498b8cd788badee01aac9525d,,0,0,1,1,1,1,1,0,0,0,0,表示学习与优化方法
Autoencoding Variational Inference For Topic Models.,2017,620,181,10,0c25e5f544167840756950e0ff3edd238a19cfd1,,0,0,0,8,34,64,77,95,85,107,87,概率统计与推理基础
Batch Policy Gradient Methods for Improving Neural Conversation Models.,2017,37,8,0,11732140ada8e05c84e9024927c297565ebd6ad8,,0,0,0,7,7,5,6,2,2,2,3,自然语言处理
Bidirectional Attention Flow for Machine Comprehension.,2017,2121,655,36,3a7b63b50c64f4ec3358477790e84cbd6be2a0b4,,0,1,5,150,281,494,376,304,269,130,66,自然语言处理
Calibrating Energy-based Generative Adversarial Networks.,2017,111,24,0,0496691c6d54fd746c111d1004349acf7654145e,,0,0,1,24,23,23,15,8,3,6,5,机器学习（含深度学习）
Categorical Reparameterization with Gumbel-Softmax.,2017,5862,1895,65,29e944711a354c396fad71936f536e83025b6ce0,,0,0,8,128,296,516,703,838,854,959,793,表示学习与优化方法
Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning.,2017,631,167,25,01dc0a157e355ddc34a426f121fc871601fda567,,0,0,0,15,19,56,86,106,91,93,89,表示学习与优化方法
Data Noising as Smoothing in Neural Network Language Models.,2017,252,81,7,2d5069a99bfa0b47c095bbb5cefd6dba974f72a7,,0,0,0,5,26,25,51,50,39,21,24,自然语言处理
Decomposing Motion and Content for Natural Video Sequence Prediction.,2017,623,193,18,b8375ff50b8a6f1a10dd809129a18df96888ac8b,,0,0,0,21,84,101,109,85,76,68,53,计算机视觉
Deep Biaffine Attention for Neural Dependency Parsing.,2017,1278,473,20,8cbef23c9ee2ae7c35cc691a0c1d713a6377c9f2,,0,0,5,38,90,175,226,210,179,152,124,自然语言处理
Deep Learning with Dynamic Computation Graphs.,2017,134,41,3,7176fdb1c3618c26d331bc49e0d8d0874d2555ed,,0,0,0,23,33,24,16,6,6,9,7,机器学习（含深度学习）
Deep Probabilistic Programming.,2017,14,5,2,ad47e7c11cf5ca38cb0b0745a7442995a2bc21e5,,0,0,0,0,0,0,0,1,1,4,4,概率统计与推理基础
Deep Variational Information Bottleneck.,2017,1952,516,46,a181fb5a42ad8fe2cc27b5542fa40384e9a8d72c,,0,0,2,28,90,154,247,226,269,285,323,表示学习与优化方法
DeepCoder: Learning to Write Programs.,2017,599,133,16,8a25c9403d8a0e2fb8ca362a1b26262afd57417f,,0,0,1,47,72,79,91,82,68,70,45,机器学习（含深度学习）
DeepDSL: A Compilation-based Domain-Specific Language for Deep Learning.,2017,8,0,0,8902ce81d33571d62445e6152aac1d03a426049a,,0,0,0,0,2,1,0,0,1,1,3,机器学习（含深度学习）
Delving into Transferable Adversarial Examples and Black-box Attacks.,2017,1854,495,35,99e5a8c10cf92749d4a7c2949691c3a6046e499a,,0,0,2,76,176,268,284,235,213,242,205,计算机视觉
Distributed Second-Order Optimization using Kronecker-Factored Approximations.,2017,120,40,1,0c7a93498360ce6c0ff1a7c37fd9b6aa0c054f85,,0,0,0,9,19,10,24,13,14,13,10,表示学习与优化方法
Dropout with Expectation-linear Regularization.,2017,52,24,0,437da3d1024f7312fde8a5287c99c36b559ed8f3,,0,0,0,7,9,6,3,6,4,9,5,机器学习（含深度学习）
Dynamic Coattention Networks For Question Answering.,2017,694,193,8,e978d832a4d86571e1b52aa1685dc32ccb250f50,,0,0,6,139,121,132,93,79,71,23,17,自然语言处理
Efficient Vector Representation for Documents through Corruption.,2017,121,20,6,1da8eabfd02436dda5f3131fe404dc840a04e6cc,,0,0,0,9,28,25,14,19,11,6,4,表示学习与优化方法
Emergence of foveal image sampling from learning to attend in visual scenes.,2017,39,4,4,6d49a7ad76e779df812bda5c4b037a0b9d6847be,,0,0,0,3,5,7,5,5,3,7,3,计算机视觉
Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement.,2017,14,4,2,d431b498465d35c8aa0012c997eee246e1760f33,,0,0,0,1,3,2,3,1,1,1,2,强化学习与智能决策
Exploring Sparsity in Recurrent Neural Networks.,2017,323,71,5,1cc2f313bcb3b106af081f7031b924c9ad2662bd,,0,0,0,9,39,53,63,51,30,34,21,机器学习（含深度学习）
Faster CNNs with Direct Sparse Convolutions and Guided Pruning.,2017,186,46,2,fe9bc9944984cbc6f9f12e99c1065a47d662e24c,,0,0,0,6,32,30,36,26,16,15,15,计算机视觉
Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks.,2017,566,203,7,e44da7d8c71edcc6e575fa7faadd5e75785a7901,,0,0,4,28,60,80,93,77,69,66,47,自然语言处理
Frustratingly Short Attention Spans in Neural Language Modeling.,2017,116,33,1,58eb3a2f0a67acf2f5c7c2cb4a22852b65314eb5,,0,0,0,17,27,16,15,8,11,14,5,自然语言处理
Generative Models and Model Criticism via Optimized Maximum Mean Discrepancy.,2017,271,57,5,d772a21f2f687985b41bec2dc47bc2760c57ed2f,,1,0,3,28,33,26,39,42,33,22,19,基础 AI 理论
Generative Multi-Adversarial Networks.,2017,357,83,5,423fab20c1c39cb6b4d6cf6098f61c092e6d1e3f,,0,0,2,29,53,63,59,51,33,25,30,机器学习（含深度学习）
Geometry of Polysemy.,2017,21,12,0,57a94c641412a39d4caa6b1a080ed3dae7ea75c5,,0,0,2,1,3,2,3,3,4,2,1,自然语言处理
Highway and Residual Networks learn Unrolled Iterative Estimation.,2017,223,51,3,535347e07b2ce5ac229349156db1e7bed0486b91,,0,0,8,26,47,28,33,27,15,15,17,机器学习（含深度学习）
HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving.,2017,85,13,0,f1318d15d7d8ab626b92d0c70dbdc5b5d37e223f,,0,0,0,6,12,17,15,10,5,6,9,基础 AI 理论
HyperNetworks.,2017,17,5,0,99facb268ce89958bcd541076286efac30652b46,,0,0,0,0,0,0,0,0,0,0,6,机器学习（含深度学习）
Improving Generative Adversarial Networks with Denoising Feature Matching.,2017,178,50,3,6ee38873273aead30c8e561ba807a3032204f870,,0,0,1,33,47,43,26,15,8,3,1,机器学习（含深度学习）
Improving Policy Gradient by Exploring Under-appreciated Rewards.,2017,44,16,0,9caf76734a611286513b478ce10557bda477e8ce,,0,0,0,5,8,9,3,9,2,3,2,强化学习与智能决策
Incorporating long-range consistency in CNN-based texture generation.,2017,52,9,0,60520d06b5540c15effa403d0c63b98a2a49159d,,0,0,1,7,5,8,10,8,6,3,3,计算机视觉
Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights.,2017,1097,245,22,407ead18083e68626e82e07db1a9289ff0b7e862,,0,0,1,37,145,188,182,150,137,109,78,机器学习（含深度学习）
Inductive Bias of Deep Convolutional Networks through Pooling Geometry.,2017,138,39,2,989e261e232c51cc48aa07064c573316f9f818c3,,0,0,2,12,14,11,14,28,16,18,16,基础 AI 理论
Learning Invariant Feature Spaces to Transfer Skills with Reinforcement Learning.,2017,276,38,5,7f710932a0aa99f2c2ddbec6e7765f10c48d3fc2,,0,0,2,23,22,42,34,36,35,27,34,强化学习与智能决策
Learning Visual Servoing with Deep Features and Fitted Q-Iteration.,2017,74,6,1,a82201136fd3e835fbe240368047feeed62a084e,,0,0,0,6,19,10,9,13,7,5,4,强化学习与智能决策
Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks.,2017,160,36,0,2af9eaae9191ee522cb97dc57615a071e5403d26,,0,1,6,18,27,22,26,18,8,17,10,强化学习与智能决策
Learning to Compose Words into Sentences with Reinforcement Learning.,2017,162,76,1,599f7863721d542dcef2da49b41d82b21e4f80b3,,0,0,2,19,35,32,25,18,9,12,6,自然语言处理
Learning to Generate Samples from Noise through Infusion Training.,2017,44,13,0,d2860bb05f747e4628e95e4d84018263831bab0d,,0,0,1,10,6,7,3,4,4,3,5,机器学习（含深度学习）
Learning to Remember Rare Events.,2017,381,111,8,29092f0deaac3898e43b3f094bf15d82b6a99afd,,0,0,0,28,69,59,66,44,41,34,15,机器学习（含深度学习）
Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning.,2017,93,19,1,2d6075ffa9ef3fbfe338bfeb469a50883242bdcd,,0,0,0,10,7,6,8,7,11,10,17,强化学习与智能决策
Lossy Image Compression with Compressive Autoencoders.,2017,1109,259,25,977560251c2bd4c28a6c7c707c29f4091c5e6247,,0,0,0,22,87,130,182,150,164,139,140,计算机视觉
Machine Comprehension Using Match-LSTM and Answer Pointer.,2017,601,165,8,ff1861b71eaedba46cb679bbe2c585dbe18f9b19,,0,0,10,114,110,107,81,72,61,24,16,自然语言处理
Making Neural Programming Architectures Generalize via Recursion,2017,149,36,0,6b024162f81e8ff7aa34c3a43d601a912d012c78,,0,0,2,18,36,21,29,12,10,12,4,基础 AI 理论
Maximum Entropy Flow Networks.,2017,29,6,0,b88e7d3ecbc62baaf3959fb62702e68790e2bfa6,,0,0,0,4,4,10,4,2,0,1,2,概率统计与推理基础
Metacontrol for Adaptive Imagination-Based Optimization.,2017,69,6,7,099cdb087f240352a02286bf9a3e7810c7ebb02b,,0,0,0,10,14,21,14,3,5,0,2,强化学习与智能决策
Mode Regularized Generative Adversarial Networks.,2017,578,129,18,024d30897e0a2b036bc122163a954b7f1a1d0679,,0,0,3,63,70,91,106,67,67,47,34,机器学习（含深度学习）
Multi-view Recurrent Neural Acoustic Word Embeddings.,2017,88,59,0,1e018afcc15257db6ed2cfd3beebd11d11d0e93f,,0,0,0,14,12,17,14,9,7,7,5,自然语言处理
Multilayer Recurrent Network Models of Primate Retinal Ganglion Cell Responses.,2017,84,11,3,2f8bed08cef7b777da9273f483461ebf4f2e0c63,,0,0,0,5,7,9,12,6,18,13,8,计算机视觉
Neural Architecture Search with Reinforcement Learning,2017,5663,1315,183,67d968c7450878190e45ac7886746de867bf673d,,0,0,7,142,408,779,1004,964,770,640,524,强化学习与智能决策
Neural Photo Editing with Introspective Adversarial Networks.,2017,470,116,13,1dcda6ac3fd33bf938574aca9542aec5e5cace26,,0,0,7,40,66,72,87,66,33,48,31,计算机视觉
Neuro-Symbolic Program Synthesis.,2017,335,93,5,644ca74f80463415613847ab01cff067fb58f0ad,,0,0,0,26,55,39,54,54,34,34,19,基础 AI 理论
Nonparametric Neural Networks.,2017,21,1,2,46357ea4ad096e0674569efa29d3e34006786d04,,0,0,0,4,8,1,3,0,2,2,1,机器学习（含深度学习）
"Offline bilingual word vectors, orthogonal transformations and the inverted softmax.",2017,547,186,10,02e45b3472fa4c879f8e9ca0dbb283c774a338cb,,0,0,2,11,92,138,115,67,48,34,15,自然语言处理
On Detecting Adversarial Perturbations.,2017,998,212,20,061fef7e31c2b6ae59e49b8cf3dfb9c449aebc0a,,0,0,0,67,124,156,174,155,94,87,73,模型可解释性、公平性、应用系统等
