title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
TaSL: Continual Dialog State Tracking via Task Skill Localization and Consolidation,2024,15,4,0,6bbb0785fa60c083f06d0fae829f7529eb4d10b0,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
DeepSeekMoE: Towards Ultimate Expert Specialization in Mixture-of-Experts Language Models,2024,557,90,8,16d6e1ed1cf72212f6154644f3aa59d18bc95fda,,0,0,0,0,0,0,0,1,0,1,135,机器学习（含深度学习）
Grounding Language Model with Chunking-Free In-Context Retrieval,2024,32,10,1,84e6665a27552a46a18ae18833ebf7e6871d5cc3,,0,0,0,0,0,0,0,0,0,0,10,自然语言处理
Advancing Abductive Reasoning in Knowledge Graphs through Complex Logical Hypothesis Generation,2024,14,4,0,cbc573028f5eef2fffe37b69fb9b510b7c373184,,0,0,0,0,0,0,0,0,0,1,4,基础 AI 理论
Active Prompting with Chain-of-Thought for Large Language Models,2024,178,35,7,3fc3460c4554a28e489a0ea6ef067b79b7d301d9,,0,0,0,0,0,0,0,0,0,49,56,自然语言处理
Rewriting the Code: A Simple Method for Large Language Model Augmented Code Search,2024,26,8,0,3ddcd4d50468c9ede8887b8bf27898247128b3f9,,0,0,0,0,0,0,0,0,0,0,6,自然语言处理
A Multidimensional Framework for Evaluating Lexical Semantic Change with Social Science Applications,2024,4,2,0,e1b18fb023ce7a3c663f9268ae2370a53d964bbd,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Mitigating Catastrophic Forgetting in Large Language Models with Self-Synthesized Rehearsal,2024,78,18,0,015f62d7a59f7a4301c0cdbe997460c38148d07b,,0,0,0,0,0,0,0,0,0,0,26,机器学习（含深度学习）
Enhancing Large Language Models in Coding Through Multi-Perspective Self-Consistency,2024,41,13,0,0d22f06a1f5ad9f62b2f35c126b514f927586c85,,0,0,0,0,0,0,0,0,0,1,18,自然语言处理
Citation-Enhanced Generation forLLM-based Chatbots,2024,32,3,0,31e27369f64c51ffbfd9bc8e3cbb20705edc6bff,,0,0,0,0,0,0,0,0,0,0,13,自然语言处理
Transitive Consistency Constrained Learning for Entity-to-Entity Stance Detection,2024,2,1,1,19d064d8520635db284009f029457bc7eeb16201,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Feature-Adaptive and Data-Scalable In-Context Learning,2024,3,1,0,e88a6a1b385d4ce14e0eea162bd821ae8320291f,,0,0,0,0,0,0,0,0,1,0,1,机器学习（含深度学习）
Probing the Multi-turn Planning Capabilities ofLLMs via 20 Question Games,2024,20,5,0,9c770a7a392df853387d5701e9876324f71f36c7,,0,0,0,0,0,0,0,0,0,0,6,自然语言处理
Dependency Transformer Grammars: Integrating Dependency Structures into Transformer Language Models,2024,2,1,0,4bd17a54c5562b3a8dff6682e3b4b86b39a17544,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
A Non-autoregressive Generation Framework for End-to-End Simultaneous Speech-to-Any Translation,2024,18,6,0,e6b7bb81c863235ffe22f25b316b6270080d28e4,,0,0,0,0,0,0,0,0,0,0,9,自然语言处理
Probing Language Models for Pre-training Data Detection,2024,22,6,0,f9cd5301046f2c463cec4c2f1e23cce59c29766f,,0,0,0,0,0,0,0,0,0,0,7,自然语言处理
"Analyzing Temporal Complex Events with Large Language Models? A Benchmark towards Temporal, Long Context Understanding",2024,26,7,0,5aad568d4f02b09af3c282b1f4c20ee0993bc2e6,,0,0,0,0,0,0,0,0,0,0,7,自然语言处理
Language Model Adaption for Reinforcement Learning with Natural Language Action Space,2024,2,0,0,abe3511f77a46ce459b90ec582589fb3699c6829,,0,0,0,0,0,0,0,0,0,0,0,强化学习与智能决策
Evaluating Intention Detection Capability of Large Language Models in Persuasive Dialogues,2024,9,3,0,8594b07b20832520a3504791b5ffabc730727fc5,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Persuading across Diverse Domains: a Dataset and Persuasion Large Language Model,2024,14,2,0,15c17d98a90ef6536a357e0dae6a8a59043e437f,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
HealMe: Harnessing Cognitive Reframing in Large Language Models for Psychotherapy,2024,40,8,0,31a32cbc7b9ed59666cbeb783505897885916669,,0,0,0,0,0,0,0,0,0,0,9,自然语言处理
Multimodal Prompt Learning with Missing Modalities for Sentiment Analysis and Emotion Recognition,2024,37,6,1,164a6aad5dd37f622c3e89304b435f636256333f,,0,0,0,0,0,0,0,0,0,0,3,多模态学习
An Effective Pronunciation Assessment Approach Leveraging Hierarchical Transformers and Pre-training Strategies,2024,4,3,0,7f5ce65cb28651a7f6c1c0c1cd21169e9527b656,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Detection-Correction Structure via General Language Model for Grammatical Error Correction,2024,7,1,1,9072b1e6477de4bc7c7b5f280025df50f9a7d817,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
Generative Pre-trained Speech Language Model with Efficient Hierarchical Transformer,2024,11,1,0,ed87be32272daed9ebc6cd9993006b06b8a0ff3c,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
UniCoder: Scaling Code Large Language Model via Universal Code,2024,31,10,0,8444b6982b5fa799e016e20f833594bb2f9ab12e,,0,0,0,0,0,0,0,0,0,1,13,自然语言处理
DoesDetectGPTFully Utilize Perturbation? Bridging Selective Perturbation to Fine-tuned Contrastive Learning Detector would be Better,2024,14,3,0,8bfa5558adb601b733ba7473fe52abb31f4b89e6,,0,0,0,0,0,0,0,0,0,0,2,模型可解释性、公平性、应用系统等
AFaCTA: Assisting the Annotation of Factual Claim Detection with Reliable LLM Annotators,2024,8,2,4,https://openalex.org/W4402671964,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
LoRAMoE: Alleviating World Knowledge Forgetting in Large Language Models viaMoE-Style Plugin,2024,92,30,0,d4e4685d1f4b490e0e35479f6350a9743673541e,,0,0,0,0,0,0,0,0,0,0,15,自然语言处理
Self-Alignment for Factuality: Mitigating Hallucinations inLLMs via Self-Evaluation,2024,90,24,1,32c5b515cab893e5e4bf3f90c8b6c8262bd7ac09,,0,0,0,0,0,0,0,0,0,0,31,自然语言处理
M-RAG: Reinforcing Large Language Model Performance through Retrieval-Augmented Generation with Multiple Partitions,2024,36,6,0,8d0df3168870fd17b36ecd5575e406feb5a5a1b5,,0,0,0,0,0,0,0,0,0,1,7,自然语言处理
AIR-Bench: Benchmarking Large Audio-Language Models via Generative Comprehension,2024,160,37,1,57a16e741016638dfd5b5f4c8a839c65ef83b817,,0,0,0,0,0,0,0,0,0,0,28,多模态学习
Navigating the Metrics Maze: Reconciling Score Magnitudes and Accuracies,2024,43,11,0,e4fd996d7caf2f1bef540172cc27b170967828c0,,0,0,0,0,0,0,0,0,0,2,19,概率统计与推理基础
ValueBench: Towards Comprehensively Evaluating Value Orientations and Understanding of Large Language Models,2024,13,3,0,d0d229d4308eeeb4b67af6c43893bbdfb7191a80,,0,0,0,0,0,0,0,0,0,0,2,模型可解释性、公平性、应用系统等
DM-BLI: Dynamic Multiple Subspaces Alignment for Unsupervised Bilingual Lexicon Induction,2024,6,3,0,4f9f89dc1869f23b4e9da8233cb4a9c5d5bd710c,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
Handling Ambiguity in Emotion: From Out-of-Domain Detection to Distribution Estimation,2024,4,2,0,20784462127e6ae91a8e5e6b77a0d87f0e723394,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
REANO: Optimising Retrieval-Augmented Reader Models through Knowledge Graph Generation,2024,14,7,0,1169c485293107ba0192770c6e40562392f4c520,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
Learning Disentangled Semantic Spaces of Explanations via Invertible Neural Networks,2024,11,2,0,4ff756807bf2011342e5909d3bc3744031025b9e,,0,0,0,0,0,0,0,0,0,3,2,表示学习与优化方法
Open-Set Semi-Supervised Text Classification via Adversarial Disagreement Maximization,2024,5,2,0,70c0654bd3e20203a7f19e5965bcd4a4b29b6e71,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,2024,46,8,2,9f25324c89686495afb697cdb79f98d79092b843,,0,0,0,0,0,0,0,0,0,0,14,模型可解释性、公平性、应用系统等
Enhancing Contrastive Learning with Noise-Guided Attack: Towards Continual Relation Extraction in the Wild,2024,3,1,0,192b5d572a3505c47c690b8d8c5dab3e884acfd7,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Benchmarking Knowledge Boundary for Large Language Models: A Different Perspective on Model Evaluation,2024,34,11,1,b88bdf267380b81793e69ac8aaf4ea622a922c03,,0,0,0,0,0,0,0,0,0,0,9,基础 AI 理论
ListT5: Listwise Reranking with Fusion-in-Decoder Improves Zero-shot Retrieval,2024,30,8,0,56981f89e2b30088aa2eb9a4c5c575665eb3f57b,,0,0,0,0,0,0,0,0,0,1,6,自然语言处理
Exploring the Potential of Large Language Models in Computational Argumentation,2024,42,12,0,20f3abdd3640718d8f268aaea8b2ac3b8978d2af,,0,0,0,0,0,0,0,0,0,0,23,自然语言处理
"Surgical Feature-Space Decomposition ofLLMs: Why, When and How?",2024,3,0,0,60d4fc6d7131c3d3942732fad337acb6b725f869,,0,0,0,0,0,0,0,0,0,0,1,模型可解释性、公平性、应用系统等
Reasoning in Flux: Enhancing Large Language Models Reasoning through Uncertainty-aware Adaptive Guidance,2024,27,6,0,e0c7da7c849f6daa94055081d5209275c227c207,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
Modality-Aware Integration with Large Language Models for Knowledge-Based Visual Question Answering,2024,19,6,0,b6b5ffb9a1faee7b488eb46f2d68f62beaecb8c7,,0,0,0,0,0,0,0,0,0,1,3,多模态学习
Unlocking Data-free Low-bit Quantization with Matrix Decomposition forKVCache Compression,2024,6,1,0,4f0fb8fc039ea75ca162049f30db5627c4587fc3,,0,0,0,0,0,0,0,0,0,0,3,机器学习（含深度学习）
Making Long-Context Language Models Better Multi-Hop Reasoners,2024,24,6,0,555319a1f4e7da65bb23097092ef84e1a6218ee3,,0,0,0,0,0,0,0,0,0,0,4,自然语言处理
Extreme Miscalibration and the Illusion of Adversarial Robustness,2024,4,0,0,4efc5543d34de96e0f6eb97cc9ccecbaf94ceae3,,0,0,0,0,0,0,0,0,0,0,1,模型可解释性、公平性、应用系统等
Co-training for Low Resource Scientific Natural Language Inference,2024,4,0,0,fef6ab73b973a2ec5e14fdf941919df97c6b40f1,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Time is Encoded in the Weights of Finetuned Language Models,2024,28,9,0,3f081ee658a08d0b3ccc6358c85e618d05f74eb3,,0,0,0,0,0,0,0,0,0,1,12,自然语言处理
Long-Context Language Modeling with Parallel Context Encoding,2024,77,19,0,2330035c7586a0dc0b1f09e9c00106b295acf543,,0,0,0,0,0,0,0,0,0,0,34,自然语言处理
SirLLM: Streaming Infinite RetentiveLLM,2024,17,5,0,677b6888a24c0f241b200e5f2b8e0ae6d347ba0b,,0,0,0,0,0,0,0,0,0,0,6,自然语言处理
Generative Pretrained Structured Transformers: Unsupervised Syntactic Language Models at Scale,2024,9,5,1,b2d838a70b44b7098e2f755fdfe6e9e5f3c1ed86,,0,0,0,0,0,0,0,0,0,0,5,自然语言处理
Is Table Retrieval a Solved Problem? Exploring Join-Aware Multi-Table Retrieval,2024,30,3,0,f608360776e1fd3ddeab9a7a47e2975f1fa22011,,0,0,0,0,0,0,0,0,0,1,5,自然语言处理
Generalizing Conversational Dense Retrieval viaLLM-Cognition Data Augmentation,2024,27,8,0,0acb1b219c6c25a6d23e4267a061789a43ddd16b,,0,0,0,0,0,0,0,0,0,1,12,自然语言处理
MathGenie: Generating Synthetic Data with Question Back-translation for Enhancing Mathematical Reasoning ofLLMs,2024,78,21,0,135da052891fdcf3842901b6b7585ca8c258f1c2,,0,0,0,0,0,0,0,0,0,1,28,自然语言处理
Rethinking Task-Oriented Dialogue Systems: From Complex Modularity to Zero-Shot Autonomous Agent,2024,35,7,0,07e2c12164435f6ffd744adc6dd1de3b68a1203d,,0,0,0,0,0,0,0,0,0,0,4,自然语言处理
On Context Utilization in Summarization with Large Language Models,2024,29,4,0,ee96922369a8ee1eb7bda1501520bb7916cde733,,0,0,0,0,0,0,0,0,0,1,8,自然语言处理
Enhancing In-Context Learning via Implicit Demonstration Augmentation,2024,11,4,0,35fefa4f231019b3c137ff33f60f95d1adb09f32,,0,0,0,0,0,0,0,0,0,2,1,自然语言处理
PRoLoRA: Partial Rotation Empowers More Parameter-EfficientLoRA,2024,16,4,0,3b13389584c554fb5d7eb2f2ffc9b11b50385664,,0,0,0,0,0,0,0,0,0,0,7,机器学习（含深度学习）
Improving Event Definition Following For Zero-Shot Event Detection,2024,12,5,1,9957879871784d9d2b352a31bda2abbecfd65476,,0,0,0,0,0,0,0,0,0,1,2,自然语言处理
Interpreting Conversational Dense Retrieval by Rewriting-Enhanced Inversion of Session Embedding,2024,18,5,1,9b10439739e68f1ad2468c1ab193c16c45304b35,,0,0,0,0,0,0,0,0,0,0,8,自然语言处理
Stumbling Blocks: Stress Testing the Robustness of Machine-Generated Text Detectors Under Attacks,2024,26,12,0,5a8a6b61033ba2355f7c149cec596c88a1d61954,,0,0,0,0,0,0,0,0,0,0,15,模型可解释性、公平性、应用系统等
Training Language Models to Generate Text with Citations via Fine-grained Rewards,2024,41,13,0,fabaabcbca3c518c0b4fff2fea5dee8546181388,,0,0,0,0,0,0,0,0,0,0,17,自然语言处理
Hypergraph based Understanding for Document Semantic Entity Recognition,2024,5,4,0,5ba7a5db13f0d1c77feb978c87d8fc9697568cc7,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
GSM-Plus: A Comprehensive Benchmark for Evaluating the Robustness ofLLMs as Mathematical Problem Solvers,2024,102,16,0,bed35010543191bf57a09a6058e75332702d7afa,,0,0,0,0,0,0,0,0,0,0,26,自然语言处理
Synergetic Event Understanding: A Collaborative Approach to Cross-Document Event Coreference Resolution with Large Language Models,2024,5,0,2,c3a469cced443c061f939597f2b44591c7e39a00,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
AutoAct: Automatic Agent Learning from Scratch forQAvia Self-Planning,2024,64,15,2,f5b077e01f6e3d91f58cb4ed7158fa61eec5a1f8,,0,0,0,0,0,0,0,0,0,1,19,强化学习与智能决策
Virtual Compiler Is All You Need For Assembly Code Search,2024,6,0,0,18602f4534c0604d651229a9ba3d3c8b46aa9fe6,,0,0,0,0,0,0,0,0,0,0,0,基础 AI 理论
An Iterative Associative Memory Model for Empathetic Response Generation,2024,10,0,0,7ce95b1c083748c516c5ec7b852e8c79769fb4fa,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
Detoxifying Large Language Models via Knowledge Editing,2024,86,23,1,33c8910107f3fcb17d140cc88554652508ae3674,,0,0,0,0,0,0,0,0,0,3,37,自然语言处理
"LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding",2024,864,259,2,b31a5884a8ebe96b6300839b28608b97f8f8ef76,,0,0,0,0,0,0,0,0,0,33,320,自然语言处理
VISTA: Visualized Text Embedding For Universal Multi-Modal Retrieval,2024,50,10,0,b2e31aa285ba2d9a16c0541260ed44cc328fea69,,0,0,0,0,0,0,0,0,0,0,11,多模态学习
Black-Box Prompt Optimization: Aligning Large Language Models without Model Training,2024,123,33,1,e327ef8d46ea0413316c80ee1404453834d84f05,,0,0,0,0,0,0,0,0,0,5,57,自然语言处理
Unified Hallucination Detection for Multimodal Large Language Models,2024,65,9,1,19e909f88b8b9b0635bd6e441094e1738c3bba9a,,0,0,0,0,0,0,0,0,0,0,34,多模态学习
Empowering Character-level Text Infilling by Eliminating Sub-Tokens,2024,2,1,0,1f814aba998e701a6a515dc2bbe9e1f3e3949481,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Landmark Embedding: A Chunking-Free Embedding Method For Retrieval Augmented Long-Context Large Language Models,2024,12,2,2,b65748c4396dd9c73685ec4c6aba20fb108838c4,,0,0,0,0,0,0,0,0,0,0,2,表示学习与优化方法
GrowOVER: How CanLLMs Adapt to Growing Real-World Knowledge?,2024,11,4,0,5a7d1102cadd21d5c53b760b93b67d68e2f5e0f0,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
T2S-GPT: Dynamic Vector Quantization for Autoregressive Sign Language Production from Text,2024,14,1,0,186910d697bf7eb605aa055aee78fd91ce3ce9fe,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Beyond Memorization: The Challenge of Random Memory Access in Language Models,2024,8,3,0,54f96e08a7778da7ff0e9b03bb7e2baf77610cde,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Timeline-based Sentence Decomposition with In Context Learning for Temporal Fact Extraction,2024,6,2,0,fa29cd54e23f597cc79dd6e03a5f0e3d8bcf4417,,0,0,0,0,0,0,0,0,0,1,2,自然语言处理
Collaboration or Corporate Capture? QuantifyingNLP’s Reliance on Industry Artifacts and Contributions,2024,1,0,0,3555e796613d84d6cfd783c3b20db63f6c319a14,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Prompt Expansion for Adaptive Text-to-Image Generation,2024,24,2,0,bde9fc752842a2a91c70933169fb8cee2b81f8b2,,0,0,0,0,0,0,0,0,0,1,6,多模态学习
Progressively Modality Freezing for Multi-Modal Entity Alignment,2024,7,2,0,990cb8790bb547cd928916623fd251ae54faca42,,0,0,0,0,0,0,0,0,0,0,1,多模态学习
Llama2Vec: Unsupervised Adaptation of Large Language Models for Dense Retrieval,2024,103,29,0,c4022c8b34254068af24ca00b5b7d5aa250ce2bf,,0,0,0,0,0,0,0,0,0,1,35,自然语言处理
DemocratizingLLMs for Low-Resource Languages by Leveraging theirEnglish Dominant Abilities with Linguistically-Diverse Prompts,2024,51,11,2,e534e65562e945cc67f4075ac2757051fc188ea8,,0,0,0,0,0,0,0,0,0,2,18,自然语言处理
Metaphor Understanding Challenge Dataset forLLMs,2024,27,8,2,9f06b3caa9bb8bcf35c5175ed65a5ac451d852c3,,0,0,0,0,0,0,0,0,0,0,6,自然语言处理
Language Models Don’t Learn the Physical Manifestation of Language,2024,3,1,0,1cfc42cdf19a2d3d4dc9c3ee84858c1c60e1ed3b,,0,0,0,0,0,0,0,0,0,0,1,基础 AI 理论
