title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
An Expectation-Maximization Algorithm to Compute a Stochastic Factorization From Data.,2015,2,1,0,6562784c880be2992e9ba0b92b21dae62a6ff3d7,,0,0,1,0,1,0,0,0,0,0,0,概率统计与推理基础
An Expert-Level Card Playing Agent Based on a Variant of Perfect Information Monte Carlo Sampling.,2015,6,2,0,c13849bec4be5dd65af0ae157278071d18327038,,0,0,2,0,0,2,0,1,0,1,0,强化学习与智能决策
An Extension-Based Approach to Belief Revision in Abstract Argumentation.,2015,73,9,1,508dc333fff7d4a09fe4a315f5882890d172a890,,0,3,21,7,8,11,8,4,3,2,1,基础 AI 理论
An Iterative Approach to Synthesize Data Transformation Programs.,2015,28,5,1,f929ca570ff20390b6a10abc7bec24dece0ed840,,1,1,3,5,6,4,4,0,1,1,1,表示学习与优化方法
An Ontology Matching Approach Based on Affinity-Preserving Random Walks.,2015,10,2,0,28056a504fe945e9d83ccd232a2df19996e8f49b,,0,0,1,2,3,0,0,2,1,1,0,基础 AI 理论
Analysis of Sampling Algorithms for Twitter.,2015,15,0,0,ad731e361af442fa59d620d6e12be667bee9cb8c,,0,0,3,2,1,1,3,1,2,1,1,概率统计与推理基础
Answer Update for Rule-Based Stream Reasoning.,2015,22,4,0,22b52deb651a8f977e241c2535f58bdc88157c65,,0,2,2,4,5,3,2,2,1,0,0,基础 AI 理论
Anytime Inference in Probabilistic Logic Programs with Tp-Compilation.,2015,43,12,0,0bd3db5e78e163b255cd33e49eff5339909537ab,,0,8,7,5,3,3,7,3,2,1,2,概率统计与推理基础
Applying Max-Sum to Asymmetric Distributed Constraint Optimization.,2015,8,1,0,7c820cd1906439c369cf21325556043e55fb6c4d,,0,0,0,2,0,0,3,1,0,1,1,表示学习与优化方法
Approximate Nash Equilibria with Near Optimal Social Welfare.,2015,8,1,0,ce32454ae332fb52dc6037944869e98a1963b003,,0,0,3,1,1,0,0,0,1,0,0,强化学习与智能决策
Approximately Stable Pricing for Coordinated Purchasing of Electricity.,2015,3,0,0,df0759a99d09f31e8a14c227615c3778c8b853e8,,0,0,0,1,0,1,0,0,0,0,1,强化学习与智能决策
Artificial Intelligence in the Concertgebouw.,2015,24,3,1,7e63d2b94bcbe44acfba2c3f80c63e6c3600698a,,0,3,4,5,1,3,2,5,0,0,0,基础 AI 理论
AskWorld: Budget-Sensitive Query Evaluation for Knowledge-on-Demand.,2015,9,2,0,a652dbf91159405d5ba56479fe6eaa65c2c8192a,,0,0,2,2,1,0,0,0,0,0,3,自然语言处理
Automated Geometry Theorem Proving for Human-Readable Proofs.,2015,24,2,2,c2834bd9c482c5be913f039c48595a5d3dcb91fc,,0,0,0,3,1,2,7,4,4,2,1,基础 AI 理论
Automated Rule Selection for Aspect Extraction in Opinion Mining.,2015,161,28,6,02251b886862964a1a788c08980b61aacaaf4e85,,0,2,7,23,23,17,24,18,13,14,15,自然语言处理
Automatic Generation of Raven's Progressive Matrices.,2015,49,20,2,0afd3bd7c62e679284527d2b52f7d91b784b481b,,0,0,0,0,0,4,4,9,14,10,5,计算机视觉
Automatic Verification of Partial Correctness of Golog Programs.,2015,12,3,1,3f1cf60aab8a01a7eb12ea432ea2354f9b2e7bdb,,0,0,1,0,2,3,2,0,2,1,0,基础 AI 理论
Autonomous Cross-Domain Knowledge Transfer in Lifelong Policy Gradient Reinforcement Learning.,2015,80,17,2,d14926ae64481a7444b05ddc028a32399a04f565,,0,3,11,8,4,8,14,6,10,5,4,强化学习与智能决策
Auxiliary Information Regularized Machine for Multiple Modality Feature Learning.,2015,33,15,0,22545aab665b57664bdd8df4b08c6d112073a753,,0,0,3,1,3,3,1,4,1,6,8,多模态学习
Balance between Complexity and Quality: Local Search for Minimum Vertex Cover in Massive Graphs.,2015,120,31,2,97ea45e5be07159ace0da7420ebee343d7b1f0cc,,0,1,7,15,11,14,17,11,9,13,12,表示学习与优化方法
Batch Reinforcement Learning for Smart Home Energy Management.,2015,30,3,1,801ac7b4f2fa489cc1c1a33e7bb749a1a1183c57,,0,0,0,5,4,2,6,5,3,1,0,强化学习与智能决策
Bayesian Active Learning for Posterior Estimation - IJCAI-15 Distinguished Paper.,2015,2,1,0,72c49d7ffa8159892ab4b3d3b552f9c92130b517,,0,0,1,1,0,0,0,0,0,0,0,概率统计与推理基础
Bayesian Modelling of Community-Based Multidimensional Trust in Participatory Sensing under Data Sparsity.,2015,8,2,0,8236f0935fa6f38b370f3246aa44b0caa594a1aa,,0,1,0,2,2,1,0,1,0,0,0,概率统计与推理基础
Belief Revision and Progression of Knowledge Bases in the Epistemic Situation Calculus.,2015,10,1,0,9e6154585e7c7e3bbab806f0a69cbcb6d9a3fda5,,0,0,2,4,1,1,0,0,1,0,1,基础 AI 理论
Between Imitation and Intention Learning.,2015,35,9,2,81373a804c9b32fb30fdafaba0c97b995de3fd4c,,0,0,3,5,1,6,3,8,3,4,1,强化学习与智能决策
Beyond SPARQL under OWL 2 QL Entailment Regime: Rules to the Rescue.,2015,60,10,1,9b838f2d528135b54b6431f7cf22c2aed44e9a74,,1,0,3,4,7,7,7,6,10,6,2,基础 AI 理论
Bi-Parameter Space Partition for Cost-Sensitive SVM.,2015,61,10,0,f8af54251f2c833152bb2c5ce8e71d23dcc2e790,,0,0,1,33,8,8,2,3,3,0,2,表示学习与优化方法
Biclustering Gene Expressions Using Factor Graphs and the Max-Sum Algorithm.,2015,8,1,0,37359093b97b6f4fc35934c26a82ad5110abea83,,0,0,1,4,0,1,1,0,0,1,0,概率统计与推理基础
Bidirectional Constraints for Exchanging Data: Beyond Monotone Queries.,2015,1,0,0,6de6f566891fb5152e367adf78989a2ff0831d54,,0,0,1,0,0,0,0,0,0,0,0,基础 AI 理论
Bonus or Not? Learn to Reward in Crowdsourcing.,2015,50,11,0,d7edde3ec533906bc1db83fcc7cb70e8bdb97271,,0,0,5,7,12,7,4,2,4,6,1,强化学习与智能决策
Bootstrapping Domain Ontologies from Wikipedia: A Uniform Approach.,2015,10,1,0,e67ed2a958f469f787aad9acc046790bd832a147,,0,1,1,3,2,1,0,1,1,0,0,自然语言处理
Building Hierarchies of Concepts via Crowdsourcing.,2015,40,13,2,e645683880af52a6dbac92fa061793f0accc1872,,0,2,7,5,4,4,6,5,4,0,2,自然语言处理
"CEIL: A Scalable, Resolution Limit Free Approach for Detecting Communities in Large Networks.",2015,9,3,3,ff43ca1b487c9f88ab44ddb0e5f6a3080724ef1b,,0,0,0,3,0,3,1,1,1,0,0,表示学习与优化方法
Catch the Black Sheep: Unified Framework for Shilling Attack Detection Based on Fraudulent Action Propagation.,2015,82,17,3,d99e86cecef2a2a9c8c4786fa279d72157d162b5,,0,0,2,3,9,6,11,7,9,14,10,模型可解释性、公平性、应用系统等
Character-Based Parsing with Convolutional Neural Network.,2015,11,4,1,918eeb3f3f0008c1a673fbd51c7ca3f3766c9ecb,,0,0,1,2,0,0,3,3,0,1,0,自然语言处理
Characterizability in Belief Revision.,2015,3,1,0,33f732660defe95c5a1b97749a35d15cb82c4dc4,,0,0,1,0,1,0,0,1,0,0,0,基础 AI 理论
Characterization of Scoring Rules with Distances: Application to the Clustering of Rankings.,2015,8,0,0,4c3cb20d71a20a034ed1706de61c53101729a5ce,,0,0,0,0,1,0,2,3,0,0,1,概率统计与推理基础
Characterization of the Expressivity of Existential Rule Queries.,2015,18,5,0,80fecaa84ab73d756a324f478f4323120559ec83,,0,0,2,0,1,2,0,2,0,0,1,基础 AI 理论
Classical Planning with Simulators: Results on the Atari Video Games.,2015,85,20,1,8b3674b10fbaa87678467c6e259e85710ca818bf,,0,1,5,20,17,8,13,12,2,3,3,强化学习与智能决策
Clustering Dynamic Spatio-Temporal Patterns in The Presence of Noise and Missing Data.,2015,19,4,0,75cbfb10c040a6fb4855b4b2c8e3461d44b2dc4d,,0,0,2,3,1,2,2,1,1,4,0,概率统计与推理基础
Co-Acquisition of Syntax and Semantics - An Investigation in Spatial Language.,2015,35,8,1,1b200d6763204e085430c018248625ae9df9b118,,0,1,5,10,3,5,0,1,4,3,2,自然语言处理
Cognitive Modelling for Predicting Examinee Performance.,2015,87,11,7,9abd719fa36b6150ec0b6efc6492f9ecbc1f64d6,,0,0,2,11,13,7,14,8,12,10,4,基础 AI 理论
Coherence Across Components in Cognitive Systems - One Ontology to Rule Them All.,2015,24,1,0,0d478a1c855bd8184acf39e689b686074c7b3256,,0,3,2,4,6,3,1,0,2,2,0,基础 AI 理论
Collaborative Place Models.,2015,5,3,0,e82d37d5ae37d0d170afece523f36d7f66019d4d,,0,0,2,2,0,1,0,0,0,0,0,表示学习与优化方法
Collective Biobjective Optimization Algorithm for Parallel Test Paper Generation.,2015,0,0,0,18cc39f87c9f4b018f6a460faadbf0a7d98ea7ea,,0,0,0,0,0,0,0,0,0,0,0,表示学习与优化方法
Combining Existential Rules and Description Logics.,2015,3,0,0,fdd70dbb37d20240a0104780ebed404a99a7aa2f,,0,0,3,0,0,0,0,0,0,0,0,基础 AI 理论
Combining Existential Rules and Transitivity: Next Steps.,2015,24,2,0,cd7cb1176d53af0091d365f0097b7bc064632f06,,0,1,4,4,0,1,1,0,1,1,0,基础 AI 理论
Combining Existential Rules with the Power of CP-Theories.,2015,17,3,0,6a9fe565fa70091c8a7273a756c0acbdb0508315,,0,3,1,4,4,1,1,1,1,1,0,基础 AI 理论
Combining Eye Movements and EEG to Enhance Emotion Recognition.,2015,222,14,8,cd3133705444d687332bb89479696cb290e2b0a5,,0,1,9,17,20,30,21,17,21,27,27,多模态学习
Combining Preference Elicitation and Search in Multiobjective State-Space Graphs.,2015,14,3,0,ded0372efab22db8ec3fedf5ea19895334fbdb98,,0,2,0,3,1,3,3,1,0,1,0,强化学习与智能决策
Combining Rewriting and Incremental Materialisation Maintenance for Datalog Programs with Equality.,2015,15,2,0,364f99e4bc9715eb460bd01930a98a3eeff7431a,,0,2,0,2,5,2,1,1,1,1,0,基础 AI 理论
Compatible-Based Conditioning in Interval-Based Possibilistic Logic.,2015,6,1,0,6dc963920258c5b9e45553478026233243c6e510,,0,0,1,3,0,0,0,0,0,0,1,概率统计与推理基础
Compiling Away Uncertainty in Strong Temporal Planning with Uncontrollable Durations.,2015,10,1,0,15fb30ebb4276fb9f7e0ab5dc92d45df4ee28a25,,0,1,5,2,1,0,0,0,0,0,0,强化学习与智能决策
Compiling Constraint Networks into Multivalued Decomposable Decision Graphs.,2015,15,3,0,e1b9a2e52f6f01493b9f51c7d94fcb428708b62e,,0,0,1,3,2,0,1,0,3,2,0,基础 AI 理论
Complexity Results in Epistemic Planning.,2015,62,9,0,57364b084c5c43e80818cd01bc29db96b58e7799,,0,1,4,6,6,12,11,6,4,7,4,基础 AI 理论
Composing and Verifying Commitment-Based Multiagent Protocols.,2015,22,3,1,d0f7d2afd2d0006640c8fd8c1b79cf48b49b2f90,,0,4,3,1,7,4,2,1,0,0,0,强化学习与智能决策
Compositional Program Synthesis from Natural Language and Examples.,2015,75,21,0,e2d2099379af74d7be80a1964830f99edddaeb11,,0,1,8,13,7,6,9,11,6,9,4,自然语言处理
Compressed Spectral Regression for Efficient Nonlinear Dimensionality Reduction.,2015,12,2,0,91425ec98a291d327cb8d239420a331042b9b516,,0,0,2,2,2,3,1,1,1,0,0,表示学习与优化方法
Compressive Document Summarization via Sparse Optimization.,2015,35,14,1,58ca38168655d1acfc9f38bfd1c2107d34fdda22,,0,1,3,9,5,4,6,4,1,2,0,自然语言处理
Computation and Complexity of Preference Inference Based on Hierarchical Models.,2015,13,5,0,ae3d51d95abe7c97f989bfc779f48d8e674cece4,,0,2,4,3,1,1,0,0,0,0,0,概率统计与推理基础
Computational Invention of Cadences and Chord Progressions by Conceptual Chord-Blending.,2015,44,1,0,c7da5df3c7e0cb866b5d15e0357ca6520963568e,,0,6,13,5,8,2,4,3,0,0,1,基础 AI 理论
Computer Science on the Move: Inferring Migration Regularities from the Web via Compressed Label Propagation.,2015,8,1,1,1a9813e820014ca474c84a44c8f06482639ffaa8,,0,1,1,1,2,2,0,0,0,1,0,表示学习与优化方法
Computing Horn Rewritings of Description Logics Ontologies.,2015,4,1,0,509be57cd6b5e0f73f8013a65607c88f01925b73,,0,1,1,0,2,0,0,0,0,0,0,基础 AI 理论
Computing Optimal Mixed Strategies for Security Games with Dynamic Payoffs.,2015,26,11,0,c0190d326e7b12eb230bd836c0fbe5faaf7bb292,,0,2,5,5,5,3,2,1,1,1,0,强化学习与智能决策
Computing Possibly Optimal Solutions for Multi-Objective Constraint Optimisation with Tradeoffs.,2015,19,2,0,a04f6357d5a417f34ff181d573a6a2f66950a76b,,0,0,1,6,2,4,2,1,1,0,0,表示学习与优化方法
Computing Social Behaviours Using Agent Models.,2015,7,1,0,242617e8f3ea9533faa72d88ccf035fb6ba6682d,,0,0,1,1,1,0,0,0,2,1,0,强化学习与智能决策
Constrained Information-Theoretic Tripartite Graph Clustering to Identify Semantically Similar Relations.,2015,18,6,0,ae4efdc9e1d5f416791d80eca4a6fc3f37cd63c6,,0,1,4,4,3,5,0,0,0,0,0,表示学习与优化方法
Context-Independent Claim Detection for Argument Mining.,2015,146,45,3,0f4b0cef1e0305dc4e5139387e67a13a664668b2,,0,5,18,19,21,18,14,16,13,8,5,自然语言处理
Controlled Query Evaluation for Datalog and OWL 2 Profile Ontologies.,2015,43,8,1,28651fe1227dca94c8aca035ca4f52260a0a3d5c,,0,1,3,4,2,8,6,6,1,2,5,基础 AI 理论
Convergence of Common Proximal Methods for L1-Regularized Least Squares.,2015,12,1,1,18b43e63c06afc261c8c50951242e93edd95c42b,,0,1,0,0,0,0,0,4,1,2,0,表示学习与优化方法
Convergence to Equilibria in Strategic Candidacy.,2015,15,3,0,ee791356c81ce9525193474ac4f560177662ca08,,2,1,1,1,1,2,1,0,0,1,1,强化学习与智能决策
Convolutional Neural Networks for Text Hashing.,2015,0,0,0,0289cc75aad523d011d79599279aed598c202638,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Convolutional Neural Tensor Network Architecture for Community-Based Question Answering.,2015,278,78,5,7a9c4c98e361f3b4f4bfbeea7e6699917ce42091,,0,2,23,40,55,48,39,22,22,17,7,自然语言处理
Copula Graphical Models for Wind Resource Estimation.,2015,10,1,0,18ed3f747bd6fa52650e946b50d842aaa40fd97f,,0,0,2,1,3,0,1,0,2,1,0,概率统计与推理基础
Correcting Covariate Shift with the Frank-Wolfe Algorithm.,2015,13,2,1,4032f05d1faf73cc79e2d56f02ed9d00045386ff,,0,0,2,0,3,3,1,1,0,2,1,表示学习与优化方法
Cost-Optimal and Net-Benefit Planning - A Parameterised Complexity View.,2015,10,2,0,15efd65acb90e62124a9b77517b2efcec7b67aec,,0,0,2,5,0,0,0,1,1,0,0,基础 AI 理论
Count-Based Frequency Estimation with Bounded Memory.,2015,4,3,0,6feba568d7d47f1fb2c9e96ed77f71b06db0f3af,,0,0,1,1,1,0,0,0,0,1,0,概率统计与推理基础
Cross-Domain Collaborative Filtering with Review Text.,2015,38,5,1,0c9ecbc95a1813258b58e01041b67f975a69ce24,,0,0,1,3,4,10,7,6,2,1,3,自然语言处理
Cross-View Projective Dictionary Learning for Person Re-Identification.,2015,100,21,1,411278b73afedca6976f02a8d3a38cdec3337f87,,1,1,9,26,26,15,12,8,1,0,0,计算机视觉
Crowdsourced Semantic Matching of Multi-Label Annotations.,2015,9,1,0,a3ec6ebfc813c9403cdd6edb452a0d8ba43a48d7,,0,0,0,3,1,4,1,0,0,0,0,自然语言处理
Data Compression for Learning MRF Parameters.,2015,2,0,0,b316eecaae21ffb3ccab5383a9e29e124aa9b140,,0,2,0,0,0,0,0,0,0,0,0,概率统计与推理基础
Data Sparseness in Linear SVM.,2015,18,6,1,eb435bd0ce6117d6333083668140443eea7cab0b,,0,1,1,4,0,3,4,1,1,0,0,机器学习（含深度学习）
Dealing with Generic Contrariness in Structured Argumentation.,2015,17,2,0,240c4c59488f68b233689a008c01704ac4a1eb91,,0,1,4,3,3,1,1,0,2,0,1,自然语言处理
Decomposition of the Factor Encoding for CSPs.,2015,5,2,0,6aa390c90311c58af1c32ae98c99e7a182778b3b,,0,0,1,0,1,0,2,1,0,0,0,基础 AI 理论
Deep Convolutional Neural Networks on Multichannel Time Series for Human Activity Recognition.,2015,1130,113,44,39a1abcbb87d8ff48ee47d446411a3455451f25b,,0,2,24,68,129,199,212,132,117,100,84,计算机视觉
