title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Sparse PCA via Covariance Thresholding,2014,111,20,2,e46ccaea937f7753bdcd86ce32edbfde37d0f982,,4,10,7,11,13,14,15,11,7,4,7,表示学习与优化方法
Online Optimization for Max-Norm Regularization,2014,39,5,1,cae200319faccfd7440019247ae4c75c677f9ff0,,0,6,5,5,3,3,2,6,3,3,2,表示学习与优化方法
Optimizing Energy Production Using Policy Search and Predictive State Representations,2014,1,1,0,070ee833630816a9ced8aed6ad25f7f8d67b4d0c,,0,0,0,0,1,0,0,0,0,0,0,强化学习与智能决策
Dependent nonparametric trees for dynamic hierarchical clustering,2014,16,3,0,da923b29254e799cc88a7ef3014df4657c62c972,,0,2,2,2,0,1,2,3,2,0,1,概率统计与推理基础
Kernel Mean Estimation via Spectral Filtering,2014,14,3,0,553cda2c8ba174572889f6956e14b37c24de24b8,,2,1,5,0,0,0,0,1,2,1,1,表示学习与优化方法
Beyond Disagreement-Based Agnostic Active Learning,2014,87,35,1,df62e1c43340c389c141ef95bded9160185b60d0,,1,11,12,15,6,8,7,11,8,3,0,机器学习（含深度学习）
Distance-Based Network Recovery under Feature Correlation,2014,3,0,0,aa2edaae5fab4600bfe83367af89106a5d8dd3e6,,0,2,0,0,0,0,0,1,0,0,0,表示学习与优化方法
Inference by Learning: Speeding-up Graphical Model Optimization via a Coarse-to-Fine Cascade of Pruning Classifiers,2014,12,4,0,8b7cf96c20e8dbdbe94b5fb593787ba435fd30b6,,0,5,2,2,2,1,0,0,0,0,0,概率统计与推理基础
A Complete Variational Tracker,2014,28,8,0,b6dfde4afd11a7ad4ae96e8a5561fb42852a16db,,0,0,7,0,4,4,5,0,3,2,0,计算机视觉
Optimal prior-dependent neural population codes under shared input noise,2014,4,0,0,c4142c9c42f1a74ebb16f19f40335c19c4d4fc5d,,0,0,2,1,0,0,1,0,0,0,0,基础 AI 理论
Conditional Swap Regret and Conditional Correlated Equilibrium,2014,7,4,0,5f9f4427d016a707c57931906d32fd708ce9669d,,0,0,0,1,2,0,1,1,0,0,2,强化学习与智能决策
Extracting Latent Structure From Multiple Interacting Neural Populations,2014,41,3,4,0066d5ff3cee6b574e76db44b07e80a12472b3d0,,0,3,3,5,3,4,5,4,4,3,6,表示学习与优化方法
Near-optimal Reinforcement Learning in Factored MDPs,2014,129,37,1,0fda3565c03956c4a7a9d3e0febb57aea73940a5,,3,9,7,5,12,12,17,15,15,16,6,强化学习与智能决策
Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning,2014,122,30,1,4922cd952592c854fbed1ebfaf794ed8595acba0,,0,4,14,8,18,19,11,19,12,10,3,机器学习（含深度学习）
Difference of Convex Functions Programming for Reinforcement Learning,2014,40,14,1,6ce2c766bb4306af240d3fc975b669a3f9c99e31,,0,3,9,4,4,2,4,5,4,0,3,强化学习与智能决策
SerialRank: Spectral Ranking using Seriation,2014,41,3,2,8062c247a54e4e93ff7c2b32af6eb7083cc94ea8,,1,2,4,6,3,6,2,2,4,3,6,表示学习与优化方法
RAAM: The Benefits of Robustness in Approximating Aggregated MDPs in Reinforcement Learning,2014,41,13,0,01954aca519d210495832bf2b5963f64d9631a4b,,1,1,3,0,5,6,3,8,6,4,4,强化学习与智能决策
Covariance shrinkage for autocorrelated data,2014,21,2,0,1b32cef3697eae52b906b0128e8efa91ccc7d8e9,,1,2,5,3,3,2,1,2,0,1,1,概率统计与推理基础
Parallel Successive Convex Approximation for Nonsmooth Nonconvex Optimization,2014,107,13,2,aa19b73c8faad44a6aea403777abd937c28e3be3,,4,7,6,10,16,18,5,6,3,10,10,表示学习与优化方法
Exact Post Model Selection Inference for Marginal Screening,2014,105,4,3,ac9203c4cf84e292b542dd381844a4ded98e1616,,5,15,10,10,9,9,12,9,11,2,4,概率统计与推理基础
Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs,2014,9,3,2,02e31261a77ab8e2ec8391ba07931efa455207c0,,0,4,2,0,0,1,2,0,0,0,0,自然语言处理
Sequential Monte Carlo for Graphical Models,2014,48,9,2,fa492b28301fe8bd22a08fa36d275eb4a4193aeb,,7,6,9,8,2,2,4,4,1,3,1,概率统计与推理基础
Multilabel Structured Output Learning with Random Spanning Trees of Max-Margin Markov Networks,2014,8,2,0,2f66f392dc9947916421be6b097e2f2ed48f4fcf,,0,2,1,1,1,1,2,0,0,0,0,机器学习（含深度学习）
Dimensionality Reduction with Subspace Structure Preservation,2014,9,2,0,a2fea25dec39bfec6d71552bd2477cfe85a5d00d,,0,2,3,0,1,0,1,0,0,0,2,表示学习与优化方法
Compressive Sensing of Signals from a GMM with Sparse Precision Matrices,2014,5,0,1,3333d7919d41e32aa8d17f72fb5225a90f4d0aff,,0,0,0,1,0,1,2,1,0,0,0,概率统计与推理基础
Extreme bandits,2014,4,0,0,2df8667bc90f8f877675668673927d54c5004c2f,,0,0,0,0,0,0,1,0,0,0,1,强化学习与智能决策
Low Rank Approximation Lower Bounds in Row-Update Streams,2014,36,14,0,002d7258e20a8f75b7052ead7ab2bf26feeecdbb,,3,8,6,2,1,3,1,5,2,2,2,表示学习与优化方法
Efficient Minimax Strategies for Square Loss Games,2014,17,4,0,2f17155a32970867b592ba23e5c24fa778e85f9b,,0,2,5,2,3,1,1,1,2,0,0,表示学习与优化方法
Probabilistic low-rank matrix completion on finite alphabets,2014,38,2,1,8b0b6ab1fc78472748a048ee3c2143512cf1bda9,,1,4,5,8,5,2,2,4,4,2,0,概率统计与推理基础
Graphical Models for Recovering Probabilistic and Causal Queries from Missing Data,2014,58,9,0,ab236a6d1c1deb3a877ba1f0917eee723e1eb64b,,1,3,4,3,11,5,4,5,5,6,3,概率统计与推理基础
On Model Parallelization and Scheduling Strategies for Distributed Machine Learning,2014,126,24,3,df7ed39d3f1fd0ffd695f53345e4fbff832df157,,2,4,9,12,13,24,13,13,6,11,8,机器学习（含深度学习）
Mondrian Forests: Efficient Online Random Forests,2014,226,24,3,ab4ad6454a299a8d8b4258b242bd5c2fd134ca3f,,1,15,27,16,25,26,37,22,14,15,13,机器学习（含深度学习）
Learning Deep Features for Scene Recognition using Places Database,2014,3062,666,103,9667f8264745b626c6173b1310e2ff0298b09cfc,,22,215,402,500,440,398,316,256,151,153,108,计算机视觉
A Framework for Testing Identifiability of Bayesian Models of Perception,2014,27,3,3,9d0983ee64d59ee428be94bed8c95bef14539b1a,,0,1,1,5,2,2,5,2,1,5,2,概率统计与推理基础
Exploiting Linear Structure Within Convolutional Networks for Efficient Evaluation,2014,1771,396,43,e5ae8ab688051931b4814f6d32b18391f8d1fa8d,,13,42,86,145,232,272,262,191,162,151,105,机器学习（含深度学习）
Exponential Concentration of a Density Functional Estimator,2014,55,13,1,2f4a188a4f6aab6d013fcc6502184c7361c3704a,,2,3,11,7,8,6,7,1,3,2,1,概率统计与推理基础
Weighted importance sampling for off-policy learning with linear function approximation,2014,159,37,2,2be700f497c1d4ec4905158341a6dcab92a85b6f,,0,9,6,9,7,21,23,25,15,18,15,强化学习与智能决策
Efficient Structured Matrix Rank Minimization,2014,20,3,1,23477260e52b6e2d403519009d6e27442f1137e2,,0,1,2,4,2,6,2,1,0,2,0,表示学习与优化方法
Provable Submodular Minimization using Wolfe's Algorithm,2014,65,23,0,cc95eb163ccf311068554368020c99321918f152,,1,6,8,9,7,9,6,6,4,4,1,表示学习与优化方法
On Multiplicative Multitask Feature Learning,2014,51,11,0,389b68a7e8ef3ff0d837dcc54cb940ccf1bcd3ec,,0,4,3,5,6,5,16,2,4,3,2,机器学习（含深度学习）
Flexible Transfer Learning under Support and Model Shift,2014,97,21,3,78981534beac1607f27907854c51601ee34e6d03,,0,3,11,14,15,15,16,10,4,6,1,机器学习（含深度学习）
Controlling privacy in recommender systems,2014,53,11,2,9b3627ea70fe7ad94cee7eab4b59b74750e212de,,0,7,7,2,4,5,6,4,8,6,4,模型可解释性、公平性、应用系统等
Deep Networks with Internal Selective Attention through Feedback Connections,2014,263,58,9,70155488a49d51755c1dfea728e03a6dd72703a1,,9,16,32,27,42,35,33,28,15,9,11,机器学习（含深度学习）
Spectral Methods for Indian Buffet Process Inference,2014,16,4,0,07fc1f01039120ebf43b9ddce8c3ec7c921131bc,,0,2,5,3,6,0,0,0,0,0,0,概率统计与推理基础
On Sparse Gaussian Chain Graph Models,2014,20,2,1,4eb6d1f0d6d38d620279e5c922fc13ff9ed857f6,,0,0,3,2,2,3,1,4,2,1,1,概率统计与推理基础
Feature Cross-Substitution in Adversarial Classification,2014,124,28,1,9bd967844a40318e3d3f4a34680bf4a1816656a1,,0,3,13,19,28,17,17,10,6,4,3,机器学习（含深度学习）
A Drifting-Games Analysis for Online Learning and Applications to Boosting,2014,31,8,1,0513505e009df734e313e4ed056e790e95db7956,,1,5,8,1,2,2,3,2,4,3,0,表示学习与优化方法
Hamming Ball Auxiliary Sampling for Factorial Hidden Markov Models,2014,5,1,1,830304d9db0c7c32398b075f4e47c5bcc83c5f8c,,0,1,0,1,0,2,0,1,0,0,0,概率统计与推理基础
Causal Inference through a Witness Protection Program,2014,19,5,0,d1393e305bc20fa3ad3a83a0282a8bddce29ade6,,0,0,1,5,3,3,3,1,1,0,2,概率统计与推理基础
Permutation Diffusion Maps (PDM) with Application to the Image Association Problem in Computer Vision,2014,27,10,0,671e1d5bfc82e6968d71af0371fee473c3da607c,,0,2,4,3,1,7,2,2,0,3,1,计算机视觉
Feedforward Learning of Mixture Models,2014,5,0,2,4c5fecfd0a915f25d8e78df06b281ab23cd5a58b,,1,0,0,0,1,0,1,1,1,0,0,概率统计与推理基础
Causal Strategic Inference in Networked Microfinance Economies,2014,0,0,0,5d75fc6512a7aeb5fa4deee270a315df09f20002,,0,0,0,0,0,0,0,0,0,0,0,基础 AI 理论
Recovery of Coherent Data via Low-Rank Dictionary Pursuit,2014,37,8,0,cb4bb4f0cdffc6c38f940dc60b6dc2de19b4e8a8,,3,8,5,6,5,5,1,4,0,0,0,表示学习与优化方法
On Communication Cost of Distributed Statistical Estimation and Dimensionality,2014,108,20,0,bfd410a1aa84a172376252342f597ae99b8abc4a,,0,4,8,7,10,16,12,15,16,4,10,概率统计与推理基础
Real-Time Decoding of an Integrate and Fire Encoder,2014,0,0,0,e4aa6860c76156853943bc2b7edb2483ec13a29d,,0,0,0,0,0,0,0,0,0,0,0,机器学习（含深度学习）
Transportability from Multiple Environments with Limited Experiments: Completeness Results,2014,120,28,4,7927f89c887c1557c6b401378c9e3ffc6a48fb34,,2,6,6,8,9,12,12,14,19,8,10,基础 AI 理论
"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain",2014,4,0,2,63e29c7fb9e909b9a1b55d83fd9624cd0b94a0a3,,0,0,0,0,0,1,1,1,1,0,0,计算机视觉
Convex Deep Learning via Normalized Kernels,2014,29,9,1,b67424fce73406dbd7aa274ace2de3a45b498df2,,0,2,9,6,3,3,1,1,3,0,0,机器学习（含深度学习）
Stochastic Proximal Gradient Descent with Acceleration Techniques,2014,253,45,4,f59023cc50582bd46e07d4579c0c9dbfc7cf6281,,2,15,29,32,30,36,25,24,11,23,12,表示学习与优化方法
Augur: Data-Parallel Probabilistic Modeling,2014,28,4,0,d0f42a056649ce26122a39b777a38626662a9b82,,0,4,4,5,7,3,0,1,1,3,0,概率统计与推理基础
An Autoencoder Approach to Learning Bilingual Word Representations,2014,348,107,7,70600593f870f460624c56c2a57b9a03b94f94a5,,5,32,62,50,62,48,32,18,18,6,8,自然语言处理
Tight Bounds for Influence in Diffusion Networks and Application to Bond Percolation and Epidemiology,2014,20,6,1,d170487dc205efe58b1e5c8c9e6a3d56b4b58f82,,0,1,7,1,3,1,4,2,1,0,0,概率统计与推理基础
Latent Support Measure Machines for Bag-of-Words Data Classification,2014,31,7,2,eefb865bdf446cb5468208cd64f98a4912b864a1,,0,6,7,7,1,1,4,1,1,0,2,表示学习与优化方法
Deep Learning Face Representation by Joint Identification-Verification,2014,2288,401,70,91bdaf3f1226e4065c4296d5c362906ceadfc631,,15,98,165,307,362,364,354,191,164,123,76,计算机视觉
Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces,2014,81,17,0,578055bcc2150f87088bd0c8e2d5c726da7d2e4a,,2,4,16,11,7,9,8,11,5,3,3,基础 AI 理论
Low-Rank Time-Frequency Synthesis,2014,15,8,0,a0b6d45f3a32519bda8e3b9d3c750c26d344a286,,0,1,1,7,3,0,0,1,0,0,1,表示学习与优化方法
Learning Multiple Tasks in Parallel with a Shared Annotator,2014,8,3,0,468ead5928d5622fa078888ef10daaa63c65d5cb,,0,1,1,3,1,1,1,0,0,0,0,机器学习（含深度学习）
large scale canonical correlation analysis with iterative least squares,2014,56,16,1,4d86e45df67b4ba76132fe6f7a211745be6dd7cc,,3,7,12,8,6,6,3,3,3,1,3,概率统计与推理基础
PEWA: Patch-based Exponentially Weighted Aggregation for image denoising,2014,25,2,0,208652ee963569ea9038c03efa6f29166da708bf,,0,2,3,4,4,3,1,3,2,1,2,计算机视觉
Large-Margin Convex Polytope Machine,2014,46,19,0,2e8e3d1ef6879f4e6a8a1fa86d3f84d9a021a47e,,1,2,6,5,4,4,7,5,2,2,4,机器学习（含深度学习）
Hardness of parameter estimation in graphical models,2014,32,5,0,57e7f5ff5e6658a4d1d482d0c48585fac83a1814,,4,1,4,1,2,10,4,3,1,1,0,概率统计与推理基础
Decoupled Variational Gaussian Inference,2014,9,4,0,e68fa8766f784e7c4c63565f76d5a1b2b8b788fd,,0,4,1,0,0,0,0,3,0,0,0,概率统计与推理基础
Unsupervised Deep Haar Scattering on Graphs,2014,52,11,0,a4b24b375c99c4526a6fd39580dfedf8f1fa5d3b,,0,4,6,7,12,8,4,4,2,3,2,表示学习与优化方法
Sparse Space-Time Deconvolution for Calcium Image Analysis,2014,60,5,8,2dcfa39901595561858a83066443c696a637de3e,,0,4,14,10,9,11,2,2,4,1,1,计算机视觉
Algorithms for CVaR Optimization in MDPs,2014,213,51,4,fd85c9deeee062cf4aeeb682274b3c3c073270ba,,0,7,5,8,13,17,25,31,39,29,14,强化学习与智能决策
On the Statistical Consistency of Plug-in Classifiers for Non-decomposable Performance Measures,2014,91,36,1,d85a6eecbf58b7f1cdb6b9f646c768022c448bb5,,1,13,6,10,18,7,10,10,2,2,7,概率统计与推理基础
QUIC & DIRTY: A Quadratic Approximation Approach for Dirty Statistical Models,2014,10,3,0,34bec61238ed52cff6efaaf6d37d598ab35419ef,,0,4,1,2,1,0,0,2,0,0,0,概率统计与推理基础
Deep Convolutional Neural Network for Image Deconvolution,2014,978,173,37,750cc7813da3559dfd653cfbbf56ca3356b3162f,,1,18,57,85,133,146,132,120,105,68,64,计算机视觉
Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations,2014,258,62,4,887c457b96ee0ab8ef6be6cd69962f8aa31ea476,,3,22,33,29,37,47,28,26,13,11,4,计算机视觉
LSDA: Large Scale Detection through Adaptation,2014,336,110,6,40eac6e6bb54e0da7885989f220f4d3f70249950,,5,34,47,39,45,50,53,27,13,15,6,计算机视觉
Deep Joint Task Learning for Generic Object Extraction,2014,45,8,0,37300e2edeb4612eaeeca91c7f7eb460bca110ed,,1,11,10,10,3,5,2,0,1,0,0,计算机视觉
Distributed Power-law Graph Computing: Theoretical and Empirical Analysis,2014,155,28,1,493ee0ca34fac1fd94f82a3dfa60f5a4cbc6d8be,,0,6,7,9,12,18,9,14,17,26,23,基础 AI 理论
Improved Multimodal Deep Learning with Variation of Information,2014,190,40,2,64bfeb1ddd35838706e4fffc469234cc2f215631,,1,17,30,25,28,27,16,13,12,6,9,多模态学习
Robust Classification Under Sample Selection Bias,2014,130,33,2,6e4a2703dfcd02e5703caa388d2e0418a7e9f66b,,1,6,15,10,11,10,26,14,9,10,11,概率统计与推理基础
Tighten after Relax: Minimax-Optimal Sparse PCA in Polynomial Time,2014,57,12,2,c182bf5c6684b3c5092328181843b0514e2e8c84,,1,8,5,6,4,8,6,5,4,2,4,表示学习与优化方法
Convex Optimization Procedure for Clustering: Theoretical Revisit,2014,74,8,4,ca9fca0d02864c8594a1eeebba7e6ac5337d3c1c,,2,2,4,8,8,14,7,9,4,8,5,表示学习与优化方法
On Prior Distributions and Approximate Inference for Structured Variables,2014,15,4,0,186e472e24cc3176ec9a5c605f4031005d5cbb4c,,0,2,2,4,1,2,2,2,0,0,0,概率统计与推理基础
Bandit Convex Optimization: Towards Tight Bounds,2014,120,27,1,cdfbab0f304448085b79b8fa70ce9385296422f6,,0,4,6,7,12,9,16,19,8,11,18,强化学习与智能决策
Consistency of weighted majority votes,2014,41,7,1,037d59d68799d83d2083f9496dbc6a6c34de1452,,0,2,5,3,4,8,1,4,4,3,1,基础 AI 理论
Clamping Variables and Approximate Inference,2014,18,6,0,6a45b1324b180e24933456e55c6a35dee7dfe96a,,1,4,4,5,2,0,0,0,2,0,0,概率统计与推理基础
Generalized Higher-Order Orthogonal Iteration for Tensor Decomposition and Completion,2014,66,12,0,67502717f2fd9b2181ed588b6146108fce1123e4,,0,9,6,12,7,7,6,9,3,3,1,表示学习与优化方法
Non-convex Robust PCA,2014,294,54,3,52f7361f37a7f13185c9e4885cb6c26e61608616,,4,21,24,48,47,36,33,18,16,16,12,表示学习与优化方法
Recurrent Models of Visual Attention,2014,3864,658,208,8a756d4d25511d92a45d0f4545fa819de993851d,,12,71,197,268,370,523,488,451,461,450,321,计算机视觉
Tight convex relaxations for sparse matrix factorization,2014,43,7,1,43957f9862ec984002ed35635d0909742f80a6bd,,5,9,6,5,8,2,2,4,0,1,0,表示学习与优化方法
Elementary Estimators for Graphical Models,2014,32,11,0,0296f5b10ad62121d510f97142271d84e30f77d6,,0,3,4,4,3,3,6,3,3,2,0,概率统计与推理基础
Near-optimal sample compression for nearest neighbors,2014,48,12,0,a96998d04aeb409f32285e04796dc63b3b7b6749,,0,1,1,2,9,11,11,3,3,2,3,机器学习（含深度学习）
A Statistical Decision-Theoretic Framework for Social Choice,2014,28,7,0,e95e72d882ea5e2d45478463a2d186444c565ac3,,1,3,8,3,4,0,3,2,1,0,1,概率统计与推理基础
The Bayesian Case Model: A Generative Approach for Case-Based Reasoning and Prototype Classification,2014,332,74,4,dcb6455d985788c6309dbb61786340d6a32426f6,,0,5,21,13,37,46,53,43,34,34,22,概率统计与推理基础
Quantized Kernel Learning for Feature Matching,2014,12,5,1,197ff6fed5434a22acdda125e193b84d5f4ced36,,0,3,3,1,1,2,0,0,0,1,0,表示学习与优化方法
Learning Mixtures of Submodular Functions for Image Collection Summarization,2014,213,69,0,04756f1ea9a1fe4ce1791f32bb6eb6043dcac9f5,,1,19,18,26,29,23,27,22,14,12,11,计算机视觉
Deep Symmetry Networks,2014,276,57,10,4f939bb8dd6a660a8f6851bf8ad2ce8a55c974ae,,8,10,25,35,35,39,38,41,18,10,12,机器学习（含深度学习）
Submodular Attribute Selection for Action Recognition in Video,2014,50,15,0,e8ee2bce1fa92e3ef8f40150ac2ec05ee5f53e73,,0,9,3,3,6,8,3,4,7,2,3,计算机视觉
Finding a sparse vector in a subspace: Linear sparsity using alternating directions,2014,115,22,5,5066b2e46caec613f99e86a06e2d301266c6f00a,,0,11,8,11,20,16,14,13,6,3,8,表示学习与优化方法
Scaling-up Importance Sampling for Markov Logic Networks,2014,16,6,0,db8694fd68b8f82d7ed26023c771b67aa3f17031,,1,3,5,2,2,0,0,0,1,1,1,概率统计与推理基础
Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,2014,11,2,0,463c39ca22f60e5b101168628e574dd1699f99c2,,0,3,2,1,2,1,0,0,1,0,0,强化学习与智能决策
Communication-Efficient Distributed Dual Coordinate Ascent,2014,357,75,6,1d883e92941c1db1feaca4ab943e80d196d13402,,7,43,43,51,37,49,41,25,17,23,12,表示学习与优化方法
Searching for Higgs Boson Decay Modes with Deep Learning,2014,19,3,0,01f7926df64ae227277a118bd0e11186790f9eed,,1,1,4,5,0,2,3,1,0,0,2,机器学习（含深度学习）
A provable SVD-based algorithm for learning topics in dominant admixture corpus,2014,57,10,9,8fc47861233bc619ec4889184a05bd3be73806be,,1,6,7,7,11,5,13,4,2,0,1,概率统计与推理基础
Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space,2014,56,20,0,085aef854310a67fc7cba3ed231cf244a9d2ba51,,0,4,11,8,7,8,3,7,5,0,3,表示学习与优化方法
Scalable Non-linear Learning with Adaptive Polynomial Expansions,2014,5,2,0,2e8de153f2e1a5ff57791ae4ff089c58c4b59f6e,,0,2,0,2,0,0,0,1,0,0,0,机器学习（含深度学习）
New Rules for Domain Independent Lifted MAP Inference,2014,18,6,0,fefb7dd0ef077e7dd9b44d5d4682cd39f009ad2c,,0,6,5,3,3,1,0,0,0,0,0,概率统计与推理基础
Zeta Hull Pursuits: Learning Nonconvex Data Hulls,2014,4,1,0,a36cdfde4cd30c59f0e0f01e7e357b1f38255435,,0,1,0,0,1,0,0,0,0,0,1,表示学习与优化方法
Blossom Tree Graphical Models,2014,1,0,0,3c7860e0b57c9f38c3898481e7267295c47ce13a,,0,0,1,0,0,0,0,0,0,0,0,概率统计与推理基础
Analysis of Variational Bayesian Latent Dirichlet Allocation: Weaker Sparsity Than MAP,2014,7,2,0,a94e006ce3050e28e2ba3c5fdc8cfc18c06e916a,,1,1,0,1,0,1,1,1,0,0,0,概率统计与推理基础
A Wild Bootstrap for Degenerate Kernel Tests,2014,59,15,1,865310d07b2d6b63eeb056ea7f1938b3d9e73c4e,,2,2,6,4,3,3,8,7,11,2,3,概率统计与推理基础
Robust Logistic Regression and Classification,2014,171,28,8,01bc95e92a63ec43899b3890c939a2ce2ce105c6,,0,5,10,10,14,23,21,13,19,18,21,概率统计与推理基础
"Exclusive Feature Learning on Arbitrary Structures via $\ell_{1,2}$-norm",2014,111,24,3,b014d2768289ca470abe524418415f89158cb6a0,,0,5,18,17,13,11,10,15,6,7,2,表示学习与优化方法
Multitask learning meets tensor factorization: task imputation via convex optimization,2014,82,23,0,480f2abf2e388fa3cd2b2260175c602e1c5bab0d,,1,4,14,14,6,9,7,7,6,10,2,机器学习（含深度学习）
Do Convnets Learn Correspondence?,2014,314,103,9,77b9dc3991ff0d75d9509c88f70f0ae9763a7535,,8,23,41,44,49,41,34,29,23,13,5,计算机视觉
Optimal Teaching for Limited-Capacity Human Learners,2014,75,22,1,a32e722191a559dafb0a1aab0f8b7fc44a6e83d9,,0,6,3,7,23,10,6,8,4,4,2,强化学习与智能决策
Grouping-Based Low-Rank Trajectory Completion and 3D Reconstruction,2014,72,30,1,e04c964ec283198e00702e71d695d1cb4a374ab9,,0,5,8,13,7,10,11,11,4,0,1,计算机视觉
Time--Data Tradeoffs by Aggressive Smoothing,2014,14,0,0,8bf873e78d067d6416e838653ddaf70346e6f7c5,,1,5,4,2,1,0,0,0,0,0,1,表示学习与优化方法
Analysis of Brain States from Multi-Region LFP Time-Series,2014,15,2,0,3ca646cfa58a57f8a309f1fb8de4584494bc3dfe,,0,3,1,1,2,1,1,1,2,0,2,概率统计与推理基础
The Blinded Bandit: Learning with Adaptive Feedback,2014,4,1,0,33fb2f06685798dbe3125b75cda2d02babca1ca5,,0,0,0,1,1,0,2,0,0,0,0,强化学习与智能决策
How transferable are features in deep neural networks?,2014,8846,1227,473,081651b38ff7533550a3adfc1c00da333a8fe86c,,16,103,315,658,980,1164,1341,1110,849,813,712,机器学习（含深度学习）
Learning to Search in Branch and Bound Algorithms,2014,262,61,1,6544d86462d3a0bb2717ba336ad48a0c0f621246,,0,1,4,11,21,31,28,27,37,29,38,强化学习与智能决策
Fairness in Multi-Agent Sequential Decision-Making,2014,66,19,0,4f7dd0ba9f4b14c57988c3d43b520ccc57e79478,,0,0,2,3,3,6,8,12,9,7,10,模型可解释性、公平性、应用系统等
Quantized Estimation of Gaussian Sequence Models in Euclidean Balls,2014,11,1,0,96c7eea0d1ebdc7c9a88118f855a09f2f3c3f123,,0,1,2,1,1,2,1,1,1,1,0,概率统计与推理基础
Learning to Discover Efficient Mathematical Identities,2014,56,8,2,7d335f988990f20e0e2d0085e60be24ff3bd56d6,,2,7,6,3,11,6,6,5,5,2,2,基础 AI 理论
Using Convolutional Neural Networks to Recognize Rhythm ?Stimuli from Electroencephalography Recordings,2014,102,6,8,9727d17226f0f29b216716e0432a677236934beb,,0,4,10,14,19,21,12,12,3,4,2,计算机视觉
Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks,2014,35,4,3,7e19adc77601f36c9092c038cdc61323bfce8152,,0,1,4,2,3,2,1,1,5,3,7,基础 AI 理论
